EmployeeID,Age,BusinessTravel,Department,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Avg_Working_Time,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance
187,48,Travel_Rarely,Research & Development,Male,Entry Level,Laboratory Technician,Married,108540,2.0,14,14.0,6,9,6,7,7.0,Medium,Very High,Better
188,55,Travel_Rarely,Research & Development,Female,Entry Level,Sales Executive,Single,120310,3.0,11,37.0,5,10,7,7,12.333333333333334,Low,Medium,Better
189,41,Non-Travel,Research & Development,Female,Junior Level,Research Scientist,Single,99360,7.0,17,16.0,2,14,1,10,2.2857142857142856,Very High,Very High,Better
190,35,Travel_Rarely,Research & Development,Female,Entry Level,Sales Representative,Married,29660,9.0,18,15.0,2,11,6,9,1.6666666666666667,Medium,High,Better
191,40,Travel_Rarely,Research & Development,Female,Junior Level,Laboratory Technician,Single,25710,7.0,14,22.0,1,20,5,13,3.142857142857143,Medium,High,Better
192,39,Travel_Frequently,Research & Development,Male,Entry Level,Research Scientist,Married,99910,1.0,16,8.0,3,8,0,7,8.0,High,High,Better
193,31,Travel_Rarely,Research & Development,Male,Mid Level,Research Director,Single,61420,4.0,13,10.0,2,6,0,5,2.5,Medium,Very High,Best
194,42,Travel_Rarely,Research & Development,Male,Mid Level,Sales Executive,Married,53900,1.0,14,10.0,3,10,5,8,10.0,Very High,Low,Good
195,45,Travel_Rarely,Research & Development,Female,Senior Level,Sales Executive,Married,44040,0.0,23,9.0,2,8,3,7,inf,Very High,Medium,Best
196,26,Travel_Frequently,Research & Development,Female,Junior Level,Laboratory Technician,Divorced,59930,0.0,12,8.0,3,7,1,0,inf,,High,Good
197,29,Travel_Rarely,Research & Development,Male,Entry Level,Research Scientist,Divorced,51300,4.0,11,8.0,3,3,1,2,2.0,Very High,Very High,Best
198,33,Travel_Rarely,Research & Development,Female,Entry Level,Laboratory Technician,Divorced,20900,4.0,16,10.0,2,6,0,5,2.5,Low,High,Better
199,31,Travel_Rarely,Research & Development,Female,Entry Level,Sales Executive,Divorced,29090,9.0,14,10.0,2,5,0,1,1.1111111111111112,High,Very High,Good
200,18,Travel_Frequently,Research & Development,Male,Entry Level,Sales Executive,Single,34680,1.0,18,0.0,4,0,0,0,0.0,Medium,Medium,Better
201,40,Non-Travel,Research & Development,Female,Junior Level,Laboratory Technician,Divorced,30680,3.0,19,20.0,3,1,0,1,6.666666666666667,High,Low,Better
202,41,Non-Travel,Research & Development,Male,Junior Level,Manufacturing Director,Single,26700,2.0,15,10.0,2,8,0,7,5.0,Low,High,Better
203,26,Travel_Rarely,Research & Development,Male,Mid Level,Healthcare Representative,Divorced,26930,5.0,17,8.0,3,0,0,0,1.6,Low,High,Better
204,35,Travel_Rarely,Research & Development,Male,Junior Level,Human Resources,Single,95260,1.0,15,5.0,2,5,0,3,5.0,Low,High,Better
205,34,Travel_Rarely,Research & Development,Male,Entry Level,Laboratory Technician,Single,52370,1.0,19,10.0,3,10,5,7,10.0,Very High,Very High,Better
206,26,Travel_Rarely,Sales,Female,Junior Level,Manufacturing Director,Single,24260,1.0,22,1.0,3,1,0,0,1.0,High,Very High,Bad
207,37,Travel_Rarely,Research & Development,Male,Entry Level,Sales Executive,Single,41930,4.0,16,12.0,5,6,1,2,3.0,Medium,Very High,Best
208,46,Travel_Frequently,Research & Development,Male,Executive,Human Resources,Married,29110,5.0,13,28.0,3,2,1,2,5.6,Low,High,Good
209,41,Travel_Rarely,Research & Development,Male,Entry Level,Research Director,Married,26610,7.0,14,22.0,2,18,11,8,3.142857142857143,Medium,Low,Better
210,37,Non-Travel,Research & Development,Male,Entry Level,Sales Executive,Divorced,20280,1.0,16,9.0,3,9,7,7,9.0,Low,Medium,Better
211,52,Travel_Rarely,Sales,Male,Entry Level,Laboratory Technician,Divorced,99800,4.5,11,18.0,2,10,6,9,4.0,Very High,Low,Better
212,32,Non-Travel,Research & Development,Female,Junior Level,Research Director,Married,32980,8.0,22,6.0,4,4,1,2,0.75,Very High,High,Better
213,24,Travel_Frequently,Sales,Female,Entry Level,Healthcare Representative,Married,29350,0.0,14,3.0,5,2,2,1,inf,Very High,Very High,Better
214,38,Travel_Rarely,Research & Development,Female,Entry Level,Research Scientist,Married,154270,3.0,16,18.0,2,1,0,0,6.0,High,High,Better
215,37,Travel_Rarely,Research & Development,Female,Executive,Research Scientist,Married,39440,6.0,11,8.0,3,6,4,3,1.3333333333333333,Medium,Medium,Good
216,49,Travel_Rarely,Sales,Male,Entry Level,Sales Executive,Divorced,40110,1.0,18,31.0,2,31,0,9,31.0,Very High,High,Better
217,24,Travel_Rarely,Sales,Female,Entry Level,Sales Executive,Married,34070,1.0,15,6.0,2,6,1,4,6.0,Medium,Very High,Better
218,26,Travel_Rarely,Research & Development,Female,Senior Level,Sales Executive,Married,119940,1.0,14,6.0,6,5,1,4,6.0,Low,Medium,Best
219,24,Travel_Rarely,Sales,Female,Entry Level,Laboratory Technician,Married,12320,1.0,12,1.0,4,1,0,0,1.0,Very High,Medium,Better
220,50,Travel_Frequently,Sales,Male,Entry Level,Sales Executive,Married,29600,1.0,14,32.0,2,32,10,7,32.0,Low,Medium,Better
221,25,Travel_Rarely,Research & Development,Male,Entry Level,Research Scientist,Married,190940,1.0,16,7.0,3,7,0,6,7.0,Medium,High,Better
222,24,Travel_Frequently,Research & Development,Male,Junior Level,Research Scientist,Married,39190,1.0,21,6.0,3,6,1,2,6.0,Low,High,Better
223,30,Travel_Frequently,Research & Development,Male,Junior Level,Healthcare Representative,Married,68250,1.0,14,1.0,2,1,0,0,1.0,Medium,Low,Best
224,34,Travel_Rarely,Sales,Male,Senior Level,Research Director,Married,102480,1.0,12,6.0,4,6,1,3,6.0,Medium,Very High,Better
225,31,Travel_Rarely,Research & Development,Female,Entry Level,Sales Representative,Divorced,189470,2.0,12,9.0,2,3,1,2,4.5,Medium,Low,Bad
226,35,Travel_Rarely,Research & Development,Female,Executive,Sales Executive,Single,24960,4.0,17,9.0,3,3,0,2,2.25,Low,Very High,Better
227,31,Travel_Rarely,Sales,Female,Junior Level,Sales Executive,Divorced,64650,4.0,17,13.0,3,7,5,7,3.25,Low,Very High,Best
228,27,Travel_Rarely,Sales,Male,Entry Level,Sales Representative,Divorced,22060,0.0,14,6.0,4,5,0,3,inf,Low,High,Good
229,37,Travel_Rarely,Sales,Female,Junior Level,Laboratory Technician,Married,20860,4.0,14,17.0,3,3,1,0,4.25,Very High,High,Good
230,20,Travel_Rarely,Research & Development,Female,Entry Level,Sales Representative,Single,22930,1.0,13,1.0,3,1,0,0,1.0,Very High,Medium,Best
231,42,Travel_Rarely,Research & Development,Female,Junior Level,Manufacturing Director,Married,26450,1.0,15,10.0,5,10,2,2,10.0,High,Very High,Better
232,43,Travel_Rarely,Research & Development,Female,Junior Level,Sales Executive,Divorced,26830,4.0,11,21.0,3,1,0,0,5.25,Medium,Very High,Good
233,38,Travel_Rarely,Human Resources,Male,Entry Level,Human Resources,Single,20140,3.0,17,8.0,5,0,0,0,2.6666666666666665,High,Low,Good
234,43,Travel_Frequently,Sales,Female,Junior Level,Healthcare Representative,Divorced,34190,3.0,11,10.0,5,8,4,7,3.3333333333333335,Very High,High,Better
235,48,Travel_Rarely,Research & Development,Male,Junior Level,Laboratory Technician,Married,53760,7.0,13,21.0,3,3,0,2,3.0,Very High,Low,Bad
236,44,Travel_Rarely,Sales,Male,Junior Level,Sales Executive,Single,19510,4.0,22,10.0,4,2,0,2,2.5,Low,High,Best
237,34,Travel_Rarely,Research & Development,Female,Entry Level,Laboratory Technician,Divorced,23410,1.0,20,8.0,3,8,0,6,8.0,High,High,Better
238,27,Travel_Rarely,Sales,Male,Junior Level,Research Scientist,Divorced,22930,0.0,18,5.0,0,4,0,2,inf,High,Low,Better
239,21,Travel_Rarely,Sales,Male,Mid Level,Sales Executive,Single,87260,1.0,11,3.0,2,3,1,2,3.0,High,High,Better
240,44,Travel_Rarely,Research & Development,Male,Entry Level,Laboratory Technician,Married,40110,4.0,14,26.0,2,2,0,1,6.5,Very High,Very High,Best
241,22,Travel_Rarely,Research & Development,Female,Junior Level,Laboratory Technician,Married,195450,0.0,14,3.0,3,2,2,2,inf,Low,High,Better
242,33,Travel_Rarely,Sales,Female,Junior Level,Manufacturing Director,Divorced,45680,0.0,18,6.0,2,5,1,2,inf,High,High,Better
243,32,Travel_Rarely,Research & Development,Female,Entry Level,Healthcare Representative,Married,30220,1.0,16,6.0,3,6,0,5,6.0,Low,Very High,Good
244,30,Travel_Frequently,Research & Development,Male,Mid Level,Manager,Divorced,57720,1.0,17,1.0,3,1,0,0,1.0,High,High,Better
245,53,Travel_Rarely,Research & Development,Female,Mid Level,Manager,Single,22690,7.0,11,18.0,2,14,8,10,2.5714285714285716,Very High,Low,Best
246,34,Travel_Rarely,Research & Development,Male,Entry Level,Research Scientist,Married,53810,1.0,12,10.0,0,10,8,8,10.0,Medium,Very High,Good
247,45,Travel_Frequently,Research & Development,Male,Mid Level,Research Director,Married,34410,2.0,13,5.0,5,1,0,0,2.5,Low,Low,Better
248,26,Travel_Rarely,Research & Development,Male,Entry Level,Manufacturing Director,Married,54540,1.0,13,3.0,5,3,0,2,3.0,High,Very High,Better
249,37,Travel_Rarely,Research & Development,Male,Entry Level,Manager,Married,98840,1.0,14,10.0,3,10,7,8,10.0,High,High,Better
250,29,Travel_Rarely,Research & Development,Female,Entry Level,Healthcare Representative,Married,41570,1.0,17,6.0,2,6,1,2,6.0,Medium,High,Good
251,35,Travel_Rarely,Research & Development,Female,Senior Level,Laboratory Technician,Single,134580,1.0,11,17.0,3,17,11,8,17.0,Medium,Very High,Better
252,33,Travel_Frequently,Research & Development,Male,Junior Level,Laboratory Technician,Divorced,90690,3.0,25,15.0,3,13,4,7,5.0,High,Very High,Bad
253,54,Travel_Rarely,Research & Development,Female,Junior Level,Sales Executive,Married,40140,2.0,19,16.0,4,9,7,1,8.0,High,Medium,Best
254,36,Travel_Rarely,Research & Development,Male,Junior Level,Research Scientist,Divorced,59150,2.0,13,13.0,3,3,0,2,6.5,Medium,Medium,Better
255,27,Travel_Rarely,Sales,Male,Executive,Research Director,Single,59930,0.0,14,5.0,3,4,1,1,inf,Low,Very High,Better
256,20,Travel_Rarely,Research & Development,Male,Executive,Sales Representative,Single,61620,1.0,12,1.0,2,1,1,1,1.0,Very High,High,Better
257,33,Travel_Frequently,Research & Development,Female,Entry Level,Laboratory Technician,Single,24060,1.0,11,10.0,3,10,9,7,10.0,Low,Low,Better
258,35,Non-Travel,Research & Development,Male,Entry Level,Research Scientist,Married,187400,1.0,19,1.0,2,1,0,0,1.0,High,High,Better
259,23,Travel_Rarely,Research & Development,Male,Entry Level,Healthcare Representative,Married,76370,2.0,11,5.0,3,3,0,2,2.5,Low,Low,Best
260,25,Travel_Rarely,Research & Development,Male,Junior Level,Manufacturing Director,Married,100960,0.0,11,4.0,3,3,1,2,inf,Very High,Medium,Better
261,38,Travel_Rarely,Research & Development,Male,Executive,Research Scientist,Single,147560,0.0,20,8.0,3,7,0,5,inf,Very High,Very High,Better
262,29,Travel_Frequently,Sales,Male,Senior Level,Healthcare Representative,Divorced,64990,1.0,18,10.0,3,10,2,8,10.0,Medium,Very High,Better
263,48,Travel_Rarely,Research & Development,Male,Entry Level,Sales Executive,Married,97240,3.0,13,12.0,2,2,2,2,4.0,Medium,Medium,Better
264,27,Travel_Frequently,Sales,Male,Executive,Laboratory Technician,Divorced,21940,1.0,12,6.0,5,6,0,4,6.0,Very High,Very High,Better
265,37,Travel_Rarely,Research & Development,Male,Mid Level,Manager,Single,33880,3.0,11,4.0,2,1,0,0,1.3333333333333333,Very High,Very High,Better
266,50,Travel_Rarely,Sales,Male,Entry Level,Laboratory Technician,Married,54730,1.0,19,20.0,2,20,3,8,20.0,Very High,High,Better
267,34,Travel_Rarely,Research & Development,Male,Entry Level,Healthcare Representative,Single,27030,1.0,21,9.0,2,8,7,7,9.0,Very High,Medium,Best
268,24,Travel_Rarely,Research & Development,Female,Entry Level,Healthcare Representative,Single,25010,9.0,12,4.0,3,2,2,0,0.4444444444444444,Low,High,Better
269,39,Travel_Rarely,Research & Development,Female,Entry Level,Sales Representative,Single,62200,1.0,14,20.0,2,20,11,10,20.0,Very High,High,Better
270,32,Travel_Rarely,Research & Development,Male,Executive,Research Scientist,Single,30380,1.0,11,10.0,5,10,0,8,10.0,Very High,Very High,Good
271,50,Travel_Frequently,Research & Development,Male,Senior Level,Sales Representative,Married,44240,3.0,14,18.0,2,4,1,3,6.0,Medium,High,Better
272,38,Travel_Rarely,Research & Development,Male,Entry Level,Sales Executive,Single,43120,0.0,12,10.0,2,9,1,8,inf,Medium,Very High,Good
273,27,Travel_Rarely,Research & Development,Male,Executive,Research Scientist,Married,132450,1.0,23,9.0,3,9,0,7,9.0,High,Low,Better
274,32,Travel_Rarely,Sales,Male,Junior Level,Sales Executive,Single,136640,3.0,14,10.0,6,7,7,7,3.3333333333333335,High,Very High,
275,47,Travel_Rarely,Research & Development,Female,Executive,Sales Executive,Single,50210,2.0,17,20.0,3,7,1,7,10.0,Very High,Low,Better
276,40,Travel_Frequently,Research & Development,Female,Mid Level,Human Resources,Married,51260,5.0,18,20.0,2,18,1,12,4.0,Very High,Low,Better
277,53,Travel_Rarely,Research & Development,Male,Junior Level,Laboratory Technician,Married,28590,3.0,18,32.0,2,5,1,3,10.666666666666666,High,High,Better
278,41,Travel_Rarely,Sales,Male,Entry Level,Sales Executive,Divorced,102390,3.0,24,23.0,3,21,12,6,7.666666666666667,Medium,Very High,Good
279,60,Travel_Rarely,Research & Development,Female,Executive,Laboratory Technician,Single,53290,8.0,20,10.0,3,2,2,2,1.25,Low,Low,Better
280,27,Travel_Frequently,Research & Development,Male,Junior Level,Manufacturing Director,Divorced,43250,1.0,14,9.0,2,9,1,7,9.0,Very High,Low,Good
281,41,Travel_Rarely,Research & Development,Male,Entry Level,Manufacturing Director,Married,72600,1.0,16,22.0,2,22,2,10,22.0,Very High,High,Better
282,50,Travel_Rarely,Sales,Male,Junior Level,Research Scientist,Married,23220,7.0,25,4.0,0,2,2,2,0.5714285714285714,Very High,Medium,Better
283,28,Travel_Rarely,Sales,Male,Mid Level,Research Scientist,Single,20750,7.0,18,10.0,0,7,3,7,1.4285714285714286,Low,Medium,Better
284,36,Non-Travel,Research & Development,Female,Junior Level,Research Scientist,Married,41520,9.0,19,10.0,3,8,0,5,1.1111111111111112,Low,Low,Better
285,38,Travel_Rarely,Research & Development,Female,Mid Level,Manager,Single,96190,4.0,13,10.0,2,1,0,0,2.5,High,High,Best
286,44,Non-Travel,Research & Development,Male,Entry Level,Research Scientist,Single,135030,2.0,12,9.0,6,5,1,4,4.5,Low,High,Better
287,47,Travel_Frequently,Research & Development,Male,Entry Level,Research Scientist,Divorced,54410,9.0,22,28.0,6,22,11,13,3.111111111111111,Very High,High,Good
288,30,Travel_Rarely,Research & Development,Male,Junior Level,Sales Executive,Divorced,52090,7.0,14,10.0,3,8,7,7,1.4285714285714286,High,Very High,Good
289,29,Travel_Rarely,Research & Development,Female,Entry Level,Sales Executive,Single,106730,1.0,13,1.0,2,1,0,0,1.0,High,High,Better
290,42,Travel_Frequently,Research & Development,Female,Entry Level,Sales Executive,Divorced,50100,6.0,21,7.0,3,2,2,2,1.1666666666666667,High,High,Better
291,43,Travel_Frequently,Research & Development,Male,Entry Level,Laboratory Technician,Married,135490,3.0,11,7.0,3,2,2,2,2.3333333333333335,Very High,Very High,Better
292,34,Travel_Rarely,Research & Development,Male,Junior Level,Healthcare Representative,Single,49990,3.0,12,10.0,2,5,4,3,3.3333333333333335,Medium,High,Better
293,23,Travel_Rarely,Sales,Male,Executive,Sales Executive,Married,42210,1.0,11,5.0,4,4,0,2,5.0,Medium,Low,Best
294,39,Travel_Rarely,Sales,Female,Senior Level,Healthcare Representative,Married,138720,9.0,12,12.0,3,8,3,6,1.3333333333333333,High,Medium,Bad
295,56,Travel_Rarely,Research & Development,Male,Entry Level,Manager,Married,20420,7.0,12,30.0,6,10,1,1,4.285714285714286,High,Very High,Good
296,40,Travel_Rarely,Sales,Male,Junior Level,Research Scientist,Single,20730,0.0,14,5.0,3,4,2,3,inf,Very High,Very High,Good
297,27,Travel_Rarely,Research & Development,Female,Entry Level,Laboratory Technician,Single,29560,8.0,13,9.0,6,7,0,7,1.125,Very High,Low,Bad
298,29,Travel_Rarely,Sales,Female,Junior Level,Manager,Divorced,29260,1.0,15,2.0,3,2,2,2,2.0,Very High,Medium,Better
299,53,Travel_Rarely,Research & Development,Female,Mid Level,Laboratory Technician,Single,48090,2.0,18,19.0,2,2,2,2,9.5,Very High,Very High,Better
300,35,Non-Travel,Research & Development,Male,Entry Level,Healthcare Representative,Divorced,51630,2.0,18,16.0,4,1,0,0,8.0,Very High,Low,Best
301,32,Travel_Frequently,Sales,Male,Junior Level,Sales Executive,Married,188440,1.0,19,10.0,3,10,4,7,10.0,,Very High,Better
302,38,Travel_Rarely,Sales,Male,Senior Level,Laboratory Technician,Married,181720,6.0,12,6.0,5,1,0,1,1.0,Very High,High,Bad
303,34,Travel_Rarely,Research & Development,Female,Mid Level,Laboratory Technician,Divorced,57440,3.0,19,7.0,4,0,0,0,2.3333333333333335,Medium,Low,Better
304,52,Travel_Rarely,Sales,Male,Mid Level,Manager,Married,28890,1.0,11,34.0,2,34,1,16,34.0,High,Low,Best
305,33,Travel_Rarely,Research & Development,Male,Mid Level,Laboratory Technician,Single,28710,1.0,17,10.0,2,10,7,8,10.0,Very High,Very High,Good
306,25,Travel_Rarely,Research & Development,Male,Junior Level,Research Scientist,Single,74840,1.0,15,6.0,3,6,1,4,6.0,High,Very High,Good
307,45,Travel_Rarely,Sales,Male,Mid Level,Healthcare Representative,Single,60740,0.0,14,9.0,2,8,3,1,inf,Medium,High,Better
308,23,Travel_Rarely,Research & Development,Female,Junior Level,Research Scientist,Single,173280,1.0,17,2.0,2,2,0,2,2.0,Low,High,Better
309,47,Travel_Frequently,Research & Development,Male,Entry Level,Research Director,Single,27740,4.0,13,4.0,2,5,1,3,1.0,Medium,High,Better
310,34,Travel_Rarely,Research & Development,Male,Entry Level,Research Scientist,Single,45050,1.0,12,6.0,3,6,1,4,6.0,Very High,Very High,Better
311,55,Travel_Rarely,Human Resources,Male,Senior Level,Laboratory Technician,Married,74280,5.0,12,24.0,2,5,1,4,4.8,Very High,Low,Better
312,36,Non-Travel,Research & Development,Male,Executive,Sales Executive,Single,116310,1.0,18,10.0,2,10,0,9,10.0,Low,Low,Better
313,52,Non-Travel,Research & Development,Male,Executive,Sales Executive,Married,97380,0.0,18,5.0,2,4,1,2,inf,Very High,Very High,Better
314,26,Travel_Frequently,Research & Development,Male,Entry Level,Manufacturing Director,Divorced,28350,3.0,11,5.0,2,2,2,0,1.6666666666666667,Low,,Better
315,29,Travel_Rarely,Research & Development,Male,Mid Level,Manufacturing Director,Married,169590,4.0,14,11.0,5,8,1,1,2.75,Medium,High,Good
316,26,Travel_Rarely,Research & Development,Male,Junior Level,Laboratory Technician,Single,26130,6.0,19,6.0,2,4,1,2,1.0,Very High,Low,Good
317,34,Travel_Rarely,Research & Development,Male,Junior Level,Manufacturing Director,Single,61460,2.0,12,10.0,3,4,1,3,5.0,Medium,Very High,Better
318,54,Travel_Rarely,Research & Development,Female,Junior Level,Laboratory Technician,Divorced,49630,9.0,15,9.0,2,5,1,4,1.0,Very High,Low,Better
319,27,Travel_Frequently,Research & Development,Female,Senior Level,Research Scientist,Married,195370,0.0,12,5.0,5,4,1,1,inf,High,Very High,Better
320,37,Travel_Rarely,Sales,Male,Junior Level,Manufacturing Director,Divorced,61720,0.0,11,6.0,1,5,4,3,inf,Very High,Low,Good
321,38,Travel_Frequently,Sales,Female,Junior Level,Research Scientist,Single,23680,6.0,11,17.0,3,15,4,12,2.8333333333333335,Low,Low,Better
322,34,Travel_Rarely,Sales,Male,Entry Level,Sales Representative,Single,103120,1.0,12,6.0,2,6,1,3,6.0,High,Low,Better
323,35,Travel_Rarely,Research & Development,Male,Mid Level,Manager,Married,16750,1.0,16,3.0,6,3,0,2,3.0,Low,Very High,Good
324,30,Travel_Rarely,Research & Development,Male,Entry Level,Laboratory Technician,Married,25230,3.0,13,7.0,2,2,0,2,2.3333333333333335,Very High,High,Better
325,40,Travel_Frequently,Research & Development,Male,Junior Level,Manufacturing Director,Married,65670,1.0,13,8.0,3,8,3,7,8.0,High,Medium,Better
